ismainentityoldpayeebankind,ki_activitywithsimilaramounts_offlineretail_externalinternationaltransfer_v2,ki_firsttransactionbymainentity_offlineretail_externalinternationaltransfer_v1,ki_unusualnoemailnotification_offlineretail_externalinternationaltransfer_v1,ki_suspiciousamountunttlamt_offlineretail_externalinternationaltransfer_v2,ki_lowtotalamount_offlineretail_externalinternationaltransfer_v1,accountstatus,ki_suspiciousamountunttlamt_offlineretail_externalinternationaltransfer_v1,finding,payeeroutingtype,requestedamountnormalizedcurrency,ki_recentnamechange_offlineretail_externalinternationaltransfer_v1,ki_recentaddresschange_offlineretail_externalinternationaltransfer_v1,ki_recentemailchange_offlineretail_externalinternationaltransfer_v1,trxaccounttype,phasebmodeltrxscore,cs44,requestedamountasentered,actimizedayssinceaccounthaddebitandcreditonsameday,ki_activitywithsimilaramounts_offlineretail_externalinternationaltransfer_v1,model_offlineretail_externalinternationaltransfer_score,partycountrycd,ispayeehf
0,,81,,,7000,15,,1,ABA,7000,118,36,117,FX,30,FWT,7000,56,,30,US,1
0,,25,47,,20007.12,1,,1,ABA,20007.12,2674,2591,2605,FX,135,FWT,20007.12,21,,35,US,1
0,,11,70,,3800,4,,1,ABA,3800,4840,582,3800,None,55,FWT,3800,26,,55,US,1
0,,0,,,45500,4,,1,ABA,45500,51,23,50,FX,50,FWT,45500,7,,50,,1
0,,247,162,,10000,99,,1,SWT,10000,,5447,5671,DDA,130,FWT,10000,15,,30,US,1
1,,22,63,,10000,1,,1,SWT,10000,903,845,246,,65,FWT,10000,2,,55,CA,1
0,,0,,,4500,4,,1,ABA,4500,29,26,,DDA,55,FWT,4500,,,55,us,1
0,,433,130,,5000,99,,1,SWT,5000,625,579,624,DDA,25,FWT,5000,7,,25,IL,1
0,,0,455,,77844.77,99,,1,SWT,77844.77,2336,39,2315,FX,70,FWT,77844.77,16,,70,US,1
1,,908,242,,9975,1,,1,BIC,9975,940,920,939,DDA,-25,FWT,9975,78,,-25,IL,1
1,,97,69,,125000,99,,1,ABA,125000,1039,1023,1039,DDA,-25,FWT,125000,30,,-25,US,1
0,,6,68,,5000,3,,1,ABA,5000,6046,6042,258,DDA,45,FWT,5000,5,,45,US,1
0,,936,631,94400,40000,3,40000,1,ABA,40000,1616,2396,613,DDA,5,FWT,40000,1,,5,US,1
0,,0,58,,2000,4,,1,ABA,2000,2391,101,2390,FX,25,FWT,2000,533,,25,US,1
0,,1,117,,34000,15,,1,SWT,17000,,445,1674,FX,70,FWT,17000,0,,60,US,1
0,,0,213,,9500,1,,1,SWT,9500,2393,2378,63,DDA,65,FWT,9500,0,,55,us,1
0,,19,100,,4550,1,,1,ABA,4550,3115,206,450,DDA,-10,FWT,4550,21,,-10,US,1
0,,700,124,,75220,1,,1,SWT,75220,1480,1352,1448,DDA,50,FWT,75220,187,,50,TW,1
0,,0,32,,5020,4,,1,SWT,5020,,4758,4638,FX,60,FWT,5020,154,,60,US,1
0,,514,,,20000,99,,1,SWT,20000,1924,1892,855,,40,FWT,20000,14,,40,us,1
0,,0,58,,97928,99,,1,SWT,48964,,6661,3823,None,120,FWT,48964,59,,120,US,1
0,,0,,,40000,99,,1,ABA,40000,6517,6517,2655,FX,30,FWT,40000,163,,30,us,1
0,,0,185,,9400,99,,1,SWT,9400,,730,4098,FX,55,FWT,9400,529,,55,US,1
0,,0,80,,5000,3,,1,ABA,5000,343,334,337,DDA,155,FWT,5000,10,,45,US,1
0,,983,623,6714380,17000,1,17000,1,SWT,17000,5376,7054,2847,FX,75,FWT,17000,1,,65,US,1
0,,0,60,,25000,4,,1,SWT,25000,3161,32,2737,DDA,60,FWT,25000,42,,60,US,1
0,,15,245,,20000,3,,1,SWT,20000,2559,2544,2558,DDA,35,FWT,20000,62,,35,US,1
0,,13,209,,96000,99,,1,ABA,96000,4138,3956,,FX,50,FWT,96000,6,,50,US,1
0,,0,17,,18600,15,,1,ABA,18600,3107,1676,1148,DDA,70,FWT,18600,5,,70,US,1
0,,12,106,,13000,1,,1,SWT,13000,2409,5828,2409,FX,70,FWT,13000,6,,70,US,1
0,,0,72,,44000,3,,1,ABA,44000,,5517,5318,DDA,25,FWT,44000,31,,25,US,1
0,,4,,,125000,99,,1,ABA,125000,9,1408,9,DDA,25,FWT,125000,,,15,US,1
0,,0,214,,25000,99,,1,SWT,25000,2240,134,2034,DDA,155,FWT,25000,11,,55,GR,1
0,,1248,70,,14000,4,,1,ABA,14000,2886,2846,2885,None,35,FWT,14000,551,,35,IL,1
0,,100,220,,14000,99,,1,ABA,14000,1702,200,1198,FX,35,FWT,14000,0,,35,US,1
0,,348,33,,5000,99,,1,ABA,5000,364,80,292,DDA,25,FWT,5000,86,,25,US,1
0,,0,64,,20000,1,,1,ABA,20000,4403,1256,2346,DDA,70,FWT,20000,187,,70,US,1
0,,0,,,42000,99,,1,ABA,42000,,192,,FX,40,FWT,42000,304,,40,US,1
0,,1065,25,,9000,4,,1,BIC,9000,3061,2985,3061,DDA,50,FWT,9000,0,,50,US,1
0,,0,,,100000,3,,1,ABA,100000,,8466,,,10,FWT,100000,128,,10,US,1
0,,0,33,,484,1,,1,SWT,484,,3246,6110,DDA,55,FWT,484,4,,55,US,1
0,,7,,,6000,1,,1,ABA,6000,3671,76,75,DDA,35,FWT,6000,,,35,US,1
0,,8,64,,80000,99,,1,ABA,80000,2365,1898,2364,FX,170,FWT,80000,31,,70,us,1
0,,0,119,,199490,99,,1,BIC,199490,,5888,4003,DDA,55,FWT,199490,3,,55,us,1
0,,706,114,,100000,99,,1,SWT,100000,,2613,4027,DDA,35,FWT,100000,26,,35,US,1
0,,21,,,6800,99,,1,ABA,6800,464,451,463,DDA,30,FWT,6800,,,30,ca,1
0,,0,,,600,99,,1,BIC,600,570,746,,DDA,20,FWT,600,,,20,US,1
0,,0,148,,17500,99,,1,ABA,17500,,5031,4053,FX,55,FWT,17500,8,,55,US,1
0,,0,140,,150000,99,,1,ABA,150000,,5223,5173,DDA,55,FWT,150000,0,,55,CA,1
0,250000,13,130,,500000,99,,1,ABA,250000,4789,8829,4637,FX,67,FWT,250000,11,250000,67,CA,1
0,,0,257,,2000,4,,1,ABA,2000,1369,1269,1369,DDA,40,FWT,2000,74,,40,US,1
0,,0,199,,15000,4,,1,SWT,15000,,6115,2494,DDA,50,FWT,15000,22,,50,US,1
0,,112,78,,2000,15,,1,ABA,2000,5958,88,2426,DDA,35,FWT,2000,6,,35,us,1
0,,0,72,,42400,1,,1,ABA,42400,459,172,209,DDA,185,FWT,42400,7,,75,US,1
0,,25,226,,800,99,,1,ABA,800,3288,1311,2714,FX,15,FWT,800,0,,15,us,1
0,,7,,,8756,99,,1,SWT,8756,2505,2490,2469,DDA,60,FWT,8756,,,60,US,1
0,,0,152,,650,3,,1,SWT,650,5337,1977,5182,DDA,35,FWT,650,0,,35,ET,1
0,,602,12,,17500,99,,1,BIC,17500,,7186,6383,DDA,63,FWT,17500,22,,63,US,1
0,,6,,,120000,99,,1,ABA,120000,80,4,79,DDA,65,FWT,120000,1,,65,US,1
0,,0,,,10000,15,,1,SWT,10000,33,33,33,DDA,95,FWT,10000,,,95,US,1
0,,589,189,,15000,1,,1,ABA,15000,1320,1234,418,DDA,30,FWT,15000,83,,30,DE,1
1,,78,79,,30000,4,,1,SWT,30000,1150,1138,1149,DDA,-25,FWT,30000,85,,-25,US,1
1,,110,,,10000,3,,1,ABA,10000,480,422,479,DDA,-35,FWT,10000,,,-35,US,1
0,,0,,,2600,15,,1,ABA,2600,128,109,127,DDA,45,FWT,2600,6,,45,us,1
0,,362,92,11917,10000,4,10000,1,ABA,10000,2573,2096,1332,DDA,5,FWT,10000,29,,5,US,1
1,,28,,,10000,4,,1,SWT,10000,1777,1732,1769,DDA,15,FWT,10000,,,15,us,1
0,,16,,,5000,1,,1,SWT,5000,119,6,118,DDA,45,FWT,5000,81,,45,CA,1
0,,0,,,445.6,1,,1,BIC,445.6,244,232,243,DDA,40,SWF,400,,,30,US,1
0,,794,462,3158932.95,934957.76,3,934957.76,1,ABA,934957.76,5350,690,1814,FX,-30,FWT,934957.76,59,,-30,US,1
0,,1,103,,10000,3,,1,SWT,6000,,8726,8397,FX,75,FWT,6000,3,,75,us,1
0,,0,74,,2500,1,,1,ABA,2500,,8744,811,FX,40,FWT,2500,12,,40,US,1
0,,10,11,,30000,4,,1,SWT,30000,,8993,3,DDA,105,FWT,30000,141,,105,US,1
0,,0,,,5580,4,,1,ABA,5580,199,179,198,DDA,100,FWT,5580,24,,0,US,1
0,,0,92,,12500,4,,1,ABA,12500,,3097,4244,DDA,55,FWT,12500,0,,55,US,1
0,,185,103,,8500,4,,1,SWT,8500,3083,33,3080,DDA,58,FWT,8500,78,,58,US,1
0,,0,77,,96000,15,,1,SWT,96000,2580,2565,1462,FX,80,FWT,96000,12,,70,IL,1
0,,0,16,,28000,99,,1,SWT,28000,633,556,633,DDA,70,FWT,28000,336,,70,US,1
0,,0,65,,1400,3,,1,ABA,1400,455,369,438,DDA,135,FWT,1400,0,,35,US,1
1,,23,95,,6502.5,4,,1,SWT,6502.5,2378,2181,1343,DDA,15,FWT,6502.5,2,,15,US,1
0,,3,181,,5000,15,,1,ABA,5000,,1152,1048,FX,15,FWT,5000,78,,15,US,1
0,,0,445,,14600,3,,1,ABA,14600,2357,2342,2356,DDA,50,FWT,14600,27,,50,us,1
0,,507,95,,44496.41,99,,1,ABA,44496.41,1038,6025,1102,DDA,45,FWT,44496.41,4,,35,US,1
0,,0,,,950,99,,1,SWT,950,2417,215,44,FX,125,FWT,950,0,,25,US,1
0,,1793,,,3500000,99,,1,ABA,3500000,6565,4908,6375,FX,-10,FWT,3500000,,,-10,US,1
1,,28,,,10000,99,,1,ABA,10000,2462,2447,171,DDA,-35,FWT,10000,371,,-35,US,1
0,,366,96,,26100,99,,1,SWT,26100,2462,809,2436,DDA,68,FWT,26100,48,,68,CA,1
0,,32,,,20000,1,,1,SWT,20000,3229,1524,319,FX,55,FWT,20000,,,55,US,1
0,,140,85,,5000,3,,1,SWT,5000,5986,116,2454,FX,25,FWT,5000,33,,25,,1
0,,55,493,,100000,99,,1,SWT,100000,2481,2466,8,FX,98,FWT,100000,61,,88,US,1
0,,0,,,20010,3,,1,SWT,20010,43,2,32,DDA,80,FWT,20010,,,80,US,1
0,,136,206,,550,3,,1,SWT,550,,1285,1181,DDA,195,FWT,550,6,,95,US,1
0,,0,,,2600,1,,1,ABA,2600,221,11,42,FX,55,FWT,2600,210,,55,CA,1
0,5000,315,,,5100,1,,1,SWT,5000,1029,347,338,DDA,27,FWT,5000,19,100,27,US,1
0,,0,,,3325,1,,1,ABA,3325,532,492,482,FX,25,FWT,3325,20,,25,US,1
0,,7,,,79850,4,,1,ABA,79850,381,10,380,DDA,60,FWT,79850,21,,60,US,1
0,,5,98,,52000,4,,1,SWT,52000,637,928,637,FX,55,FWT,52000,15,,55,US,1
0,,3,,,60000,1,,1,SWT,60000,595,564,526,FX,340,FWT,60000,456,,240,ca,1
0,,1077,209,,28400,99,,1,ABA,28400,2567,1551,428,DDA,35,FWT,28400,7,,35,us,1
0,,0,53,,2700,1,,1,SWT,2700,1085,1019,1085,DDA,40,FWT,2700,127,,40,,1
1,,84,,,95000,99,,1,ABA,95000,115,102,84,DDA,-35,FWT,95000,22,,-35,US,1
0,,0,,,20000,4,,1,ABA,20000,243,227,47,FX,40,FWT,20000,,,40,US,1
0,,0,,,5000,4,,1,SWT,5000,55,55,55,FX,70,FWT,5000,0,,70,US,1
0,,0,,,600000,1,,1,ABA,600000,,15,39,DDA,100,FWT,600000,12,,90,US,1
1,,88,,,60000,15,,1,ABA,60000,119,106,88,FX,-5,FWT,60000,26,,-5,,1
0,,108,14,,4850,15,,1,ABA,4850,4325,44,1408,FX,35,FWT,4850,72,,35,US,1
0,180000,4,,,360000,99,,1,ABA,180000,78,78,77,DDA,52,FWT,180000,0,180000,52,US,1
0,,0,349,,1395,3,,1,ABA,1395,923,536,365,DDA,58,FWT,1395,1,,58,US,1
0,,4,,,180000,99,,1,BIC,180000,78,78,77,DDA,45,FWT,180000,,,45,US,1
0,,0,144,,1998,99,,1,ABA,1998,,922,756,DDA,35,FWT,1998,15,,35,US,1
0,,41,31,,85000,99,,1,SWT,85000,2460,2412,2459,None,50,FWT,85000,12,,50,ca,1
0,,24,,,15000,4,,1,ABA,15000,,2276,25,DDA,40,FWT,15000,7,,40,US,1
0,,406,192,,20000,99,,1,ABA,20000,,296,536,DDA,35,FWT,20000,1,,35,US,1
0,,1558,393,,18400,99,,1,ABA,18400,,2213,2477,DDA,35,FWT,18400,2,,35,IL,1
0,,34,216,,125839,4,,1,SWT,125839,,8786,6764,DDA,35,FWT,125839,27,,35,us,1
0,,0,100,,198000,99,,1,BIC,198000,,9737,3833,DDA,70,FWT,198000,15,,70,US,1
1,,45,87,,22400,99,,1,ABA,22400,2379,2364,2318,DDA,-25,FWT,22400,11,,-25,US,1
0,,0,71,,30000,15,,1,ABA,30000,2514,2455,2513,DDA,70,FWT,30000,11,,70,Gr,1
0,,0,,,37000,4,,1,ABA,37000,,8853,3573,DDA,45,FWT,37000,,,45,US,1
0,,0,95,,3789,99,,1,ABA,3789,3096,187,431,DDA,10,FWT,3789,2,,10,us,1
1,,710,128,,25370,4,,1,SWT,25370,1490,1362,1458,DDA,25,FWT,25370,7,,25,US,1
0,,0,94,,14950,15,,1,SWT,14950,705,381,704,DDA,220,FWT,14950,29,,220,US,1
0,,0,45,,13200,99,,1,ABA,13200,,1463,3587,DDA,55,FWT,13200,22,,55,US,1
0,,0,464,,3000,99,,1,ABA,3000,,2887,3619,DDA,40,FWT,3000,40,,40,US,1
0,,0,,,17850,3,,1,ABA,17850,815,802,324,DDA,40,FWT,17850,1,,40,US,1
0,,144,147,,10400,3,,1,SWT,10400,3663,7029,2156,DDA,35,FWT,10400,91,,35,US,1
0,,0,202,,16000,1,,1,SWT,16000,6190,2889,1971,DDA,55,FWT,16000,930,,55,US,1
0,,39,110,,575639.63,99,,1,ABA,575639.63,2498,2483,2229,DDA,5,FWT,575639.63,44,,5,us,1
0,,0,,,60000,99,,1,ABA,60000,113,68,112,FX,50,FWT,60000,,,40,US,1
0,,0,,,300,15,,1,SWT,300,2741,2182,2407,,30,FWT,300,229,,30,US,1
0,,23,246,,20000,1,,1,SWT,20000,2567,2552,2566,DDA,50,FWT,20000,7,,50,US,1
0,,0,422,,8000,4,,1,SWT,8000,1959,1551,1958,DDA,50,FWT,8000,7,,50,US,1
0,,2,,,69020,99,,1,SWT,69020,251,522,251,DDA,55,FWT,69020,,,55,US,1
0,,0,207,,5000,99,,1,SWT,5000,4124,3942,,DDA,53,FWT,5000,41,,53,US,1
0,,9,227,,2630,99,,1,SWT,2630,2615,2600,2272,DDA,60,FWT,2630,20,,60,US,1
0,,0,247,,15000,1,,1,SWT,15000,1025,940,1024,DDA,55,FWT,15000,4,,55,CA,1
0,,333,86,,6800,1,,1,ABA,3400,2544,2067,1303,DDA,20,FWT,3400,0,,20,US,1
0,,0,,,67020,3,,1,SWT,67020,249,520,249,FX,55,FWT,67020,,,55,US,1
0,,0,166,,1081.36,99,,0,ABA,1081.36,5547,5492,2827,DDA,20,FWT,1081.36,10,,20,US,1
0,,252,289,,250,99,,0,SWT,250,3140,1402,3132,DDA,0,FWT,250,4,,0,US,1
1,,23,254,,14017.05,99,,0,SWT,14017.05,,4789,2421,DDA,-25,FWT,14017.05,23,,-25,US,1
1,14839.25,356,67,,31505.25,4,,0,ABA,8333,5061,2044,2388,,-10,FWT,8333,0,8333,-10,US,1
0,,0,493,,34000,1,,0,ABA,34000,,4922,2920,FX,20,FWT,34000,13,,20,US,1
0,,1120,42,,10000,99,,0,ABA,10000,,1452,5412,FX,35,FWT,10000,14,,35,US,1
0,,463,308,,33000,1,,0,SWT,33000,,4009,2099,DDA,30,FWT,33000,4,,30,US,1
0,34000,0,405,,68000,3,,0,ABA,34000,,3312,3406,FX,67,FWT,34000,27,34000,67,ET,1
1,,895,206,,25020,1,,0,SWT,25020,2510,2495,1575,DDA,-25,FWT,25020,117,,-25,us,1
0,,1217,,,21001,1,,0,SWT,21001,2376,2361,,DDA,33,FWT,21001,,,33,US,1
0,,0,18,,11350,15,,0,SWT,11350,2039,251,325,DDA,55,FWT,11350,44,,55,,1
0,,0,212,,326791.61,99,,0,ABA,326791.61,2567,2552,637,DDA,25,FWT,326791.61,0,,25,ca,1
0,,730,197,,580,99,,0,SWT,580,357,367,357,DDA,-20,FWT,580,70,,-20,US,1
0,,762,361,,630809.33,99,,0,ABA,630809.33,3769,441,3748,DDA,0,FWT,630809.33,9,,0,US,1
0,,1750,669,,100000,15,,0,ABA,100000,,3958,3232,FX,0,FWT,100000,0,,0,us,1
1,,120,117,,4810,4,,0,SWT,4810,1744,1339,1743,DDA,-40,FWT,4810,115,,-40,US,1
0,,0,,,400000,1,,0,ABA,400000,4851,60,1287,FX,40,FWT,400000,16,,40,US,1
0,,0,81,,16600,4,,0,SWT,16600,1371,759,1371,DDA,55,FWT,16600,0,,55,,1
0,,338,599,,120000,1,,0,ABA,120000,2351,61,892,FX,30,FWT,120000,9,,30,US,1
0,,0,153,,136186.38,3,,0,ABA,136186.38,,8960,537,DDA,25,FWT,136186.38,3,,25,US,1
0,,432,381,,50000,15,,0,ABA,50000,,1808,6571,DDA,30,FWT,50000,5,,30,GR,1
0,,0,229,,250000,3,,0,ABA,250000,,960,,DDA,55,FWT,250000,216,,55,ca,1
0,,454,147,,150000,1,,0,ABA,150000,,1166,,FX,50,FWT,150000,,,50,CA,1
1,,447,452,,6100,1,,0,ABA,6100,,2325,5290,DDA,15,FWT,6100,27,,15,US,1
1,,111,223,,11890,99,,0,ABA,11890,2891,2879,2760,DDA,-25,FWT,11890,,,-25,US,1
0,,713,395,,50000,1,,0,ABA,50000,5988,1159,2095,DDA,30,FWT,50000,24,,30,us,1
0,,0,193,,221000,99,,0,ABA,100000,2174,1629,1431,DDA,7,FWT,100000,591,,7,US,1
0,,504,718,,848.88,4,,0,ABA,848.88,6316,3171,4802,DDA,-20,FWT,848.88,14,,-20,US,1
0,,0,22,,800,15,,0,SWT,800,273,257,272,DDA,125,FWT,800,2,,115,US,1
0,,1428,67,,4000,4,,0,SWT,4000,1547,1522,,DDA,20,FWT,4000,,,20,US,1
0,,1320,524,,8460,99,,0,ABA,8460,1421,2497,1420,FX,0,FWT,8460,15,,0,US,1
0,,1051,1130,200000,1250,99,1250,0,ABA,1250,,975,591,FX,0,FWT,1250,20,,0,US,1
0,,1215,127,,300000,99,,0,ABA,300000,4961,71,4960,FX,5,FWT,300000,21,,5,US,1
0,,0,97,,160000,99,,0,ABA,160000,,8545,,DDA,80,FWT,160000,,,70,US,1
0,,0,288,,2500,15,,0,ABA,2500,2515,134,2487,DDA,25,FWT,2500,438,,25,US,1
0,,0,148,,22720,99,,0,ABA,22720,,3886,4228,FX,55,FWT,22720,68,,55,us,1
0,,151,,,200.94,3,,0,SWT,200.94,2375,2360,2341,,10,SWF,3400,171,,10,US,1
0,,1657,64,,34951.73,99,,0,SWT,34951.73,4669,4669,4649,FX,20,FWT,34951.73,189,,20,US,1
0,,1325,88,,14190,99,,0,ABA,14190,,4926,4664,FX,35,FWT,14190,99,,35,US,1
0,,0,13,,32394.6,99,,0,ABA,32394.6,,6356,4628,FX,40,FWT,32394.6,9,,40,US,1
0,,693,319,,11000,4,,0,ABA,11000,6226,4985,2801,DDA,30,FWT,11000,0,,30,IL,1
0,,0,286,,98898.09,4,,0,ABA,98898.09,2068,1363,2068,DDA,25,FWT,98898.09,23,,25,US,1
1,,391,122,,546979.77,15,,0,ABA,546979.77,605,19,,,-25,FWT,546979.77,10,,-25,us,1
1,,1006,14,,8000,3,,0,BIC,8000,,827,4825,DDA,-25,FWT,8000,,,-25,US,1
0,,1018,667,,90000,3,,0,ABA,90000,3987,2069,,FX,30,FWT,90000,9,,30,US,1
0,,930,49,,643.85,3,,0,SWT,643.85,6460,4630,5048,FX,30,SWF,500,14,,30,US,1
1,,23,,,52216.61,99,,0,SWT,52216.61,,705,1260,FX,-35,FWT,52216.61,25,,-35,US,1
0,,235,133,,5500,99,,0,SWT,5500,2398,2383,1104,DDA,25,FWT,5500,9,,25,US,1
1,,358,35,,20000,99,,0,BIC,20000,2323,2313,,DDA,-25,FWT,20000,,,-25,IL,1
0,,244,13,14000,7000,1,7000,0,ABA,7000,645,626,16,DDA,35,FWT,7000,18,,35,CA,1
0,,4,295,,247826.6,15,,0,ABA,247826.6,,3069,3852,DDA,25,FWT,247826.6,0,,25,US,1
0,,0,226,,64981.79,1,,0,ABA,64981.79,,8065,7999,DDA,20,FWT,64981.79,11,,20,ca,1
0,,536,149,,10000,99,,0,ABA,10000,4110,4109,1605,DDA,30,FWT,10000,38,,30,US,1
0,,0,335,,12800,99,,0,BIC,12800,1852,788,1834,DDA,50,FWT,12800,5,,50,US,1
0,,0,185,,12000,1,,0,SWT,12000,2579,2564,1828,DDA,125,FWT,12000,6,,25,US,1
0,,0,,,32500,4,,0,ABA,32500,,1850,3564,DDA,10,FWT,32500,,,10,US,1
1,,960,64,4505,1500,15,1500,0,ABA,1500,,8977,,DDA,0,FWT,1500,188,,0,CA,1
0,,19,205,,107847.24,99,,0,ABA,107847.24,3199,3151,3103,DDA,20,FWT,107847.24,48,,20,US,1
1,,154,12,,30000,1,,0,ABA,30000,230,205,229,DDA,-5,FWT,30000,,,-5,US,1
0,,274,139,,556825.44,15,,0,SWT,556825.44,,17,612,FX,0,FWT,556825.44,21,,0,US,1
0,,0,17,,16231.18,1,,0,ABA,16231.18,,8677,3290,DDA,40,FWT,16231.18,0,,40,ca,1
0,,0,,,4946.58,15,,0,ABA,4946.58,2973,2080,,DDA,25,FWT,4946.58,,,25,US,1
0,,817,156,200000,25000,1,25000,0,ABA,25000,,1625,,DDA,5,FWT,25000,14,,5,US,1
0,,3,165,,21000,3,,0,SWT,21000,2579,2564,,DDA,55,FWT,21000,67,,55,US,1
0,,0,198,,500,3,,0,ABA,500,,8636,,DDA,35,FWT,500,36,,35,US,1
0,,946,327,,4500,4,,0,SWT,4500,,3106,7678,FX,20,FWT,4500,109,,20,US,1
1,,858,144,,9500,3,,0,SWT,9500,,4221,4838,FX,-25,FWT,9500,,,-25,CA,1
0,,0,292,,1450.45,3,,0,ABA,1450.45,,9571,,None,5,FWT,1450.45,22,,5,US,1
0,,0,552,,9225.27,3,,0,BIC,9225.27,,2376,1102,FX,25,FWT,9225.27,209,,25,IL,1
0,,0,382,,8000,3,,0,SWT,4000,,2169,3562,DDA,55,FWT,4000,19,,55,US,1
0,,347,269,,411169.54,15,,0,ABA,411169.54,,2081,850,FX,0,FWT,411169.54,46,,0,US,1
0,,52,210,,800,4,,0,BIC,800,3755,1172,3688,DDA,40,FWT,800,6,,40,US,1
0,109485.76,0,,,159485.76,99,,0,ABA,109485.76,885,885,875,FX,32,FWT,109485.76,0,50000,32,CA,1
0,,0,,,55146.56,3,,0,ABA,55146.56,609,477,609,DDA,30,FWT,55146.56,21,,30,US,1
0,,1631,282,,315072.49,99,,0,ABA,315072.49,,3176,5,DDA,0,FWT,315072.49,71,,0,US,1
0,,0,549,,24984.96,3,,0,ABA,24984.96,,3491,4530,DDA,50,FWT,24984.96,3,,50,US,1
0,,1,,,3000,99,,0,SWT,1500,701,270,657,DDA,25,FWT,1500,,,25,us,1
0,,1098,350,,13200,1,,0,ABA,13200,1992,2025,1991,DDA,30,FWT,13200,3,,30,Gr,1
0,,388,281,,500,99,,0,SWT,500,,20,2891,DDA,10,FWT,500,55,,10,,1
0,,0,370,,45121.32,1,,0,ABA,45121.32,,1068,527,DDA,30,FWT,45121.32,143,,20,VE,1
0,,0,,,50000,3,,0,ABA,50000,2366,2279,2234,DDA,40,FWT,50000,0,,40,IL,1
0,,480,190,,1000,1,,0,ABA,1000,2323,26,94,DDA,15,FWT,1000,28,,15,US,1
0,,0,,,224810.19,99,,0,ABA,224810.19,4114,9518,1136,DDA,40,FWT,224810.19,373,,40,US,1
0,,0,36,,12000,15,,0,ABA,12000,853,793,852,DDA,55,FWT,12000,,,55,us,1
0,,0,730,,25000,4,,0,ABA,25000,5529,5442,1799,DDA,50,FWT,25000,5,,50,IL,1
0,,21,67,,6949.58,4,,0,ABA,6949.58,,1782,1,DDA,60,FWT,6949.58,118,,60,US,1
0,,685,19,,20000,99,,0,ABA,20000,,258,5129,DDA,35,FWT,20000,74,,35,US,1
0,,175,,,28987.16,1,,0,SWT,28987.16,4843,240,699,FX,10,FWT,28987.16,96,,10,US,1
1,,63,398,,14596,99,,0,ABA,14596,,4042,4835,DDA,-25,FWT,14596,0,,-25,US,1
1,,685,49,,5758,99,,0,SWT,5758,558,2283,557,FX,-35,FWT,5758,362,,-35,US,1
0,,0,,,5000,99,,0,SWT,5000,91,4,80,DDA,70,FWT,5000,,,70,us,1
0,,900,93,,11070,3,,0,SWT,11070,,6308,1200,FX,135,FWT,11070,88,,35,,1
0,,0,211,,4000,4,,0,SWT,4000,,2048,4532,DDA,50,FWT,4000,0,,50,,1
1,,792,67,,58999.91,99,,0,ABA,58999.91,5508,3420,5357,,-5,FWT,58999.91,42,,-5,US,1
0,,0,98,,20000,99,,0,ABA,20000,1581,1550,1553,FX,50,FWT,20000,217,,40,us,1
0,,152,,,650,99,,0,SWT,650,327,311,327,DDA,20,FWT,650,327,,20,US,1
0,,7,757,,10500,1,,0,SWT,10500,2392,339,2391,DDA,50,FWT,10500,0,,50,US,1
0,,1247,155,,4000,3,,0,ABA,4000,2391,2376,2263,DDA,20,FWT,4000,15,,20,US,1
1,,321,252,1078851.17,26125,1,26125,0,ABA,26125,2736,167,325,DDA,-35,FWT,26125,2,,-35,US,1
0,,191,74,,35000,1,,0,ABA,35000,2399,3385,,FX,5,FWT,35000,41,,5,us,1
0,,0,184,,40000,99,,0,ABA,40000,2589,2574,2410,DDA,25,FWT,40000,3,,25,US,1
0,,487,128,,54020,3,,0,SWT,54020,4611,282,4539,DDA,48,FWT,54020,6,,48,CA,1
0,,0,32,,5000,1,,0,ABA,5000,2341,2326,2324,DDA,60,FWT,5000,93,,60,US,1
0,,83,,,1500,1,,0,ABA,1500,5487,5455,2277,DDA,0,FWT,1500,,,0,,1
0,,1046,1203,,5000,3,,0,ABA,5000,,809,880,DDA,90,FWT,5000,7,,-10,US,1
0,,0,127,,780000,3,,0,ABA,780000,1084,1055,751,DDA,25,FWT,780000,15,,25,US,1
1,,537,322,,10000,3,,0,BIC,10000,,11259,3598,,-25,FWT,10000,28,,-25,US,1
1,5000,557,288,,6020,15,,0,SWT,1020,2379,2364,1238,DDA,12,SWF,1020,24,1020,12,US,1
0,,832,663,,927.7,3,,0,SWT,927.7,2484,2378,1667,DDA,10,FWT,927.7,1,,10,CA,1
0,,0,173,,5000,99,,0,ABA,5000,,908,4845,DDA,10,FWT,5000,0,,10,IL,1
0,,0,325,,17000,99,,0,ABA,17000,,8794,1747,DDA,50,FWT,17000,48,,50,IL,1
0,,0,125,,984,4,,0,ABA,984,4125,2389,4124,FX,35,FWT,984,6,,35,GR,1
0,,175,60,,878.05,3,,0,ABA,878.05,930,899,181,DDA,15,FWT,878.05,1,,15,US,1
0,,0,,,24000,3,,0,ABA,24000,2543,2528,2532,DDA,60,FWT,24000,803,,60,US,1
1,73966.13,743,652,200000,110949.2,99,110949.2,0,BIC,36983.07,6552,1633,6085,DDA,-5,FWT,36983.07,2,36983.07,-5,US,1
0,,794,905,,10000,99,,0,SWT,10000,,8056,187,DDA,0,FWT,10000,3,,0,US,1
0,,0,144,,16000,99,,0,BIC,16000,,3242,457,FX,75,FWT,16000,224,,75,IL,1
