ismainentityoldpayeebankind,ki_activitywithsimilaramounts_offlineretail_externalinternationaltransfer_v2,ki_firsttransactionbymainentity_offlineretail_externalinternationaltransfer_v1,ki_unusualnoemailnotification_offlineretail_externalinternationaltransfer_v1,ki_suspiciousamountunttlamt_offlineretail_externalinternationaltransfer_v2,ki_lowtotalamount_offlineretail_externalinternationaltransfer_v1,accountstatus,ki_suspiciousamountunttlamt_offlineretail_externalinternationaltransfer_v1,finding,payeeroutingtype,requestedamountnormalizedcurrency,ki_recentnamechange_offlineretail_externalinternationaltransfer_v1,ki_recentaddresschange_offlineretail_externalinternationaltransfer_v1,ki_recentemailchange_offlineretail_externalinternationaltransfer_v1,trxaccounttype,phasebmodeltrxscore,cs44,requestedamountasentered,actimizedayssinceaccounthaddebitandcreditonsameday,ki_activitywithsimilaramounts_offlineretail_externalinternationaltransfer_v1,model_offlineretail_externalinternationaltransfer_score,partycountrycd,ispayeehf
0,,903,348,,30000,99,,0,SWT,30000,2412,850,2376,,35,FWT,30000,458,,35,CA,1
0,,0,2322,,39210.01,15,,0,SWT,39210.01,,403,2067,DDA,20,FWT,39210.01,3,,20,US,1
0,,658,32,,2786.18,1,,0,SWT,2786.18,5359,1062,1663,DDA,43,FWT,2786.18,76,,43,US,1
0,,57,366,,328827.59,15,,0,ABA,328827.59,4453,144,265,FX,0,FWT,328827.59,12,,0,US,1
0,31100,0,,,37700,99,,0,SWT,31100,176,136,,DDA,62,FWT,31100,156,6600,62,US,1
1,,748,552,,150000,4,,0,SWT,150000,2581,2566,2580,FX,25,FWT,150000,0,,25,US,1
0,,0,57,,10065.27,15,,0,ABA,10065.27,120,30,119,DDA,25,FWT,10065.27,1,,25,ET,1
0,,0,42,,22008.67,15,,0,ABA,22008.67,,607,1330,DDA,40,FWT,22008.67,77,,40,CA,1
0,,0,,,64847.97,1,,0,ABA,64847.97,118,75,63,FX,10,FWT,64847.97,,,10,IL,1
0,,0,52,,46840.69,4,,0,ABA,46840.69,1908,3295,1905,FX,40,FWT,46840.69,288,,40,US,1
1,,608,161,,10300,1,,0,ABA,10300,2501,1117,976,DDA,-25,FWT,10300,44,,-25,US,1
0,,0,51,,70141.07,1,,0,BIC,70141.07,5453,5451,1794,,70,FWT,70141.07,31,,70,US,1
0,,0,22,,1950,15,,0,SWT,1950,1308,611,744,DDA,50,FWT,1950,,,50,US,1
0,,54,,,30000,4,,0,ABA,30000,1605,1389,1604,DDA,10,FWT,30000,227,,10,VE,1
1,,741,188,,242000,15,,0,ABA,242000,,6127,833,FX,-25,FWT,242000,7,,-25,US,1
0,,0,466,,25000,4,,0,SWT,25000,1495,2536,445,DDA,150,FWT,25000,0,,50,US,1
0,,895,659,,14770.6,4,,0,BIC,14770.6,,887,1708,FX,50,SWF,49400,4,,50,US,1
0,,448,221,,2718.96,4,,0,SWT,2718.96,2531,2516,2304,FX,15,SWF,2400,30,,15,CA,1
0,,1160,143,,20000,1,,0,SWT,20000,1810,1732,,FX,35,FWT,20000,6,,35,US,1
0,,1007,214,,615000,15,,0,ABA,615000,,1010,3022,DDA,45,FWT,615000,29,,35,US,1
0,,0,,,5600,4,,0,SWT,5600,447,417,446,DDA,40,FWT,5600,,,40,US,1
0,,1392,31,,9471.68,1,,0,ABA,9471.68,2555,2489,2554,DDA,30,FWT,9471.68,235,,20,CA,1
0,,0,,,78897.25,15,,0,ABA,78897.25,203,142,202,DDA,30,FWT,78897.25,124,,30,US,1
0,,0,,,464463.85,15,,0,SWT,464463.85,136,50,135,DDA,30,FWT,464463.85,122,,30,US,1
1,,27,,,16000,99,,0,ABA,16000,140,64,140,FX,-35,FWT,16000,11,,-35,US,1
0,,1157,92,,100000,1,,0,ABA,100000,2371,2356,2356,FX,35,FWT,100000,43,,35,US,1
0,,789,75,25000,300,15,300,0,SWT,300,5865,2838,3093,DDA,-5,FWT,300,250,,-5,US,1
0,,1007,199,,2640,99,,0,BIC,2640,6366,6156,2084,DDA,20,FWT,2640,3,,20,US,1
0,,1675,278,,7469.62,15,,0,BIC,7469.62,,5299,986,DDA,50,FWT,7469.62,0,,50,US,1
0,,0,197,,8000,4,,0,ABA,8000,,11517,2866,DDA,55,FWT,8000,0,,55,US,1
0,,580,1037,,92000,3,,0,ABA,92000,5228,5163,1127,DDA,40,FWT,92000,1,,30,us,1
0,,788,309,,1000,15,,0,SWT,1000,,1275,2037,FX,15,FWT,1000,10,,15,US,1
1,,732,750,,20000,4,,0,ABA,20000,4770,3781,4752,DDA,-25,FWT,20000,8,,-25,US,1
0,,918,138,,30000,1,,0,ABA,30000,,6872,266,DDA,45,FWT,30000,9,,35,US,1
0,,0,131,,2500,3,,0,SWT,2500,2372,1851,1086,DDA,65,FWT,2500,0,,65,GR,1
0,,5,,,125000,1,,0,BIC,125000,2305,95,122,DDA,63,FWT,125000,2,,63,US,1
0,,937,294,1427600.4,15000,4,15000,0,SWT,15000,,3649,200,FX,48,FWT,15000,0,,38,US,1
0,,254,52,,75000,1,,0,ABA,75000,,6299,3920,FX,5,FWT,75000,23,,5,US,1
0,,0,139,,90723.6,3,,0,ABA,90723.6,2263,2248,798,DDA,25,FWT,90723.6,147,,25,US,1
0,,0,,,4000,99,,0,SWT,4000,140,102,139,DDA,25,FWT,4000,,,25,us,1
0,,699,144,,13670,99,,0,ABA,13670,2135,778,861,DDA,45,FWT,13670,5,,35,US,1
0,,671,299,,6785,99,,0,SWT,6785,,2095,1106,DDA,25,FWT,6785,33,,25,ET,1
0,,60,84,,3050,3,,0,ABA,3050,3979,61,1114,FX,20,FWT,3050,11,,20,US,1
0,,840,1727,200620,3308,4,3308,0,SWT,3308,3918,3549,3883,DDA,5,SWF,2850,0,,5,US,1
0,,702,321,,50000,1,,0,ABA,50000,6131,1026,2376,,10,FWT,50000,14,,0,US,1
1,,932,136,,100000,1,,0,ABA,100000,6090,1126,6582,DDA,-5,FWT,100000,4,,-5,CA,1
1,,83,119,,9700,1,,0,ABA,9700,2854,1795,2003,DDA,-25,FWT,9700,0,,-25,US,1
0,,0,,,46000,99,,0,ABA,46000,4593,3650,1271,DDA,45,FWT,46000,,,45,US,1
0,,333,146,,2296.34,99,,0,SWT,2296.34,2425,2410,1793,DDA,35,SWF,2020,113,,35,US,1
0,,810,35,400000,55000,3,55000,0,SWT,55000,,2634,2244,DDA,35,FWT,55000,3,,35,IL,1
0,,0,32,,64772.17,99,,0,BIC,64772.17,,3485,311,DDA,40,FWT,64772.17,6,,40,US,1
0,,763,222,,20115.84,99,,0,ABA,20115.84,3402,21,3354,DDA,30,FWT,20115.84,6,,30,US,1
0,,1291,301,,10000,99,,0,SWT,10000,6584,5855,4629,DDA,35,FWT,10000,5,,35,CA,1
0,,0,,,336277.79,15,,0,SWT,336277.79,77,68,75,FX,50,FWT,336277.79,,,40,ca,1
0,,1192,,,27371.83,3,,0,SWT,27371.83,2468,2453,1186,FX,20,FWT,27371.83,53,,20,us,1
0,,0,,,673,1,,0,SWT,673,12,15,3,DDA,90,FWT,673,,,90,US,1
0,,0,250,,122664.35,99,,0,ABA,122664.35,2489,2474,1029,DDA,55,FWT,122664.35,14,,55,us,1
0,,362,33,,1040,15,,0,SWT,1040,,1891,5066,DDA,15,FWT,1040,143,,15,US,1
0,,0,,,5000,15,,0,ABA,5000,533,515,533,DDA,30,FWT,5000,,,30,US,1
0,,0,11,,3500,4,,0,SWT,3500,3984,507,2303,DDA,95,FWT,3500,16,,95,us,1
0,,937,166,4106879.77,17000,99,17000,0,SWT,17000,2867,1045,2866,DDA,25,FWT,17000,20,,25,US,1
0,,0,33,,27500,99,,0,SWT,27500,997,813,996,FX,55,FWT,27500,10,,55,US,1
0,,122,300,,310734.18,3,,0,ABA,310734.18,711,592,710,DDA,0,FWT,310734.18,108,,0,US,1
1,,187,666,,257.94,15,,0,BIC,257.94,4433,1354,1936,DDA,-5,FWT,257.94,21,,-5,US,1
0,,724,909,,488022.59,15,,0,SWT,488022.59,2687,2648,2248,DDA,30,FWT,488022.59,0,,30,CA,1
0,,0,41,,15000,1,,0,ABA,15000,2393,278,344,DDA,55,FWT,15000,1,,55,US,1
0,,0,196,,4000,15,,0,SWT,4000,,2811,,FX,40,FWT,4000,25,,40,US,1
0,,480,43,,2000,1,,0,ABA,2000,2261,316,2237,FX,-10,FWT,2000,388,,-10,US,1
0,,0,130,,8000,15,,0,SWT,8000,3993,43,3977,DDA,93,FWT,8000,5,,93,US,1
0,,0,,,4000,15,,0,SWT,4000,2952,903,,FX,20,FWT,4000,,,20,US,1
0,,0,17,,14825,4,,0,ABA,14825,256,239,255,DDA,70,FWT,14825,6,,60,US,1
1,,1049,51,,62036.68,3,,0,BIC,62036.68,4094,235,2586,DDA,-25,FWT,62036.68,139,,-25,US,1
0,,1,228,,54433,99,,0,ABA,51433,5320,14,3516,FX,7,FWT,51433,235,,7,us,1
0,,0,3410,,18652.54,99,,0,ABA,18652.54,,7180,8058,DDA,50,FWT,18652.54,0,,50,US,1
0,,1121,278,,450000,99,,0,ABA,450000,3882,774,1057,DDA,5,FWT,450000,1,,5,US,1
0,,0,,,24827.5,3,,0,ABA,24827.5,54,22,54,DDA,30,FWT,24827.5,23,,30,,1
0,,0,,,2000,4,,0,ABA,2000,1493,1348,127,FX,15,FWT,2000,135,,15,US,1
0,,2068,158,,26023.93,1,,0,ABA,26023.93,2498,2483,2497,FX,0,FWT,26023.93,39,,0,US,1
0,,0,105,,1000,3,,0,SWT,1000,2417,1354,1335,FX,35,FWT,1000,45,,35,US,1
0,,0,290,,6500,3,,0,ABA,6500,2585,2108,2557,DDA,10,FWT,6500,97,,10,US,1
1,,1099,103,,51000,99,,0,ABA,51000,,5653,5935,DDA,25,FWT,51000,0,,25,US,1
0,,0,66,,50000,99,,0,SWT,50000,486,418,232,DDA,55,FWT,50000,3,,55,US,1
0,,0,521,,10448.77,4,,0,ABA,10448.77,4167,2314,1599,FX,230,FWT,10448.77,8,,130,VE,1
0,,0,120,,2310,4,,0,SWT,2310,687,583,687,DDA,120,FWT,2310,19,,120,US,1
0,,76,226,,4000,1,,0,SWT,4000,,3959,5977,DDA,15,FWT,4000,271,,15,ca,1
0,,951,335,,15000,1,,0,SWT,15000,4149,313,2244,DDA,30,FWT,15000,9,,30,US,1
0,,748,387,,43000,3,,0,ABA,43000,,4858,5394,DDA,35,FWT,43000,12,,35,US,1
0,,0,366,,10000,4,,0,ABA,10000,1528,1488,1522,DDA,50,FWT,10000,3,,50,us,1
0,,0,,,75373.26,4,,0,ABA,75373.26,124,15,86,DDA,60,FWT,75373.26,66,,60,US,1
0,,132,,,30000,4,,0,ABA,30000,1894,660,1893,FX,30,FWT,30000,50,,20,US,1
0,,0,,,50000,4,,0,ABA,50000,2897,2871,,FX,40,FWT,50000,,,40,US,1
0,,0,691,,10569.53,99,,0,ABA,200,4495,7347,641,FX,0,FWT,200,0,,0,us,1
0,,1253,415,,5600,3,,0,ABA,5600,2851,402,1239,DDA,20,FWT,5600,0,,20,US,1
0,,0,193,,35000,99,,0,ABA,35000,5704,4839,5461,DDA,55,FWT,35000,5,,55,US,1
0,,252,1082,,248398.79,99,,0,SWT,12240,4084,18,2976,DDA,53,FWT,12240,2,,53,US,1
0,,991,,,8780,15,,0,SWT,8780,1439,78,1268,FX,40,SWF,8780,429,,40,US,1
1,,91,113,,81485.94,99,,0,SWT,81485.94,4109,2391,3977,DDA,-25,FWT,81485.94,31,,-25,GR,1
1,,813,763,,37149.84,99,,0,SWT,37149.84,,5458,1174,DDA,-25,SWF,28350,20,,-25,US,1
0,,0,1006,,178058.67,99,,0,ABA,178058.67,2581,2475,2569,DDA,25,FWT,178058.67,14,,25,US,1
0,,0,253,,1000,4,,0,ABA,1000,738,2501,127,DDA,0,FWT,1000,74,,0,US,1
0,,0,,,573070.42,4,,0,ABA,573070.42,4931,6736,579,DDA,10,FWT,573070.42,27,,10,US,1
0,,0,195,,5000,99,,0,ABA,5000,2547,2532,947,DDA,45,FWT,5000,23,,45,US,1
0,,0,238,,3095,3,,0,ABA,3095,1940,1852,347,DDA,40,FWT,3095,329,,40,US,1
1,,146,415,,100000,4,,0,ABA,100000,5083,4964,964,FX,35,FWT,100000,3,,25,US,1
0,,0,,,2500,99,,0,ABA,2500,135,53,134,DDA,25,FWT,2500,,,25,US,1
0,,0,67,,29177.49,99,,0,BIC,29177.49,6257,4845,6255,FX,70,FWT,29177.49,42,,70,US,1
0,,0,393,,4000,15,,0,ABA,4000,2613,71,2585,DDA,5,FWT,4000,20,,5,US,1
0,,1193,274,,2500,1,,0,SWT,2500,2410,2395,2400,DDA,100,FWT,2500,31,,100,US,1
0,,0,,,320,4,,0,BIC,320,510,509,510,DDA,23,FWT,320,,,23,US,1
0,3000,216,42,,5000,3,,0,SWT,2000,2331,222,251,DDA,22,FWT,2000,0,2000,22,US,1
0,,742,361,,69140.95,4,,0,ABA,69140.95,612,821,611,FX,0,FWT,69140.95,2,,0,US,1
0,,2002,121,,1300,99,,0,ABA,1300,30,1389,29,DDA,10,FWT,1300,23,,10,CA,1
0,36040.58,797,180,2063000,63218.81,3,63218.81,0,SWT,36040.58,,3975,5061,DDA,0,SWF,129484,6,1042.1,0,DE,1
0,,0,,,4200,99,,0,SWT,4200,529,40,529,FX,73,FWT,4200,,,73,US,1
0,,922,,,20000,15,,0,SWT,20000,3171,860,2527,DDA,60,FWT,20000,685,,60,CA,1
0,,765,10,,29900,1,,0,ABA,29900,773,151,771,DDA,50,FWT,29900,773,,50,ca,1
0,,0,203,,362,4,,0,SWT,362,,7997,6479,FX,45,SWF,315,13,,45,US,1
0,,15,273,,2000,15,,0,BIC,2000,6199,2084,1020,DDA,15,FWT,2000,15,,15,CA,1
0,,0,264,,1000,99,,0,ABA,1000,5640,4366,1975,FX,30,FWT,1000,15,,30,CA,1
0,,665,235,,133800,99,,0,ABA,133800,2434,2586,2434,None,30,FWT,133800,6,,30,US,1
0,,592,80,,500,99,,0,SWT,500,,4757,2862,FX,33,FWT,500,110,,33,US,1
1,,385,44,,50000,4,,0,ABA,50000,4502,2938,3181,DDA,-5,FWT,50000,357,,-5,US,1
0,,1241,909,480297.78,58000,3,58000,0,ABA,58000,6729,1961,1417,DDA,-30,FWT,58000,0,,-30,US,1
0,,0,22,,894527.94,1,,0,SWT,894527.94,2560,34,2098,FX,60,FWT,894527.94,,,60,US,1
0,,766,,,30000,4,,0,ABA,30000,5104,4353,13,DDA,45,FWT,30000,,,45,US,1
0,39060,1015,81,4921936.5,39360,99,39360,0,ABA,39060,2058,1969,1946,DDA,-3,FWT,39060,47,300,-3,US,1
0,,138,282,,1025,4,,0,SWT,1025,,5328,4583,DDA,35,FWT,1025,9,,35,US,1
0,,0,182,,500,4,,0,ABA,500,4841,2018,4829,DDA,35,FWT,500,202,,35,ca,1
0,,0,130,,34470,4,,0,SWT,34470,4600,4554,4587,None,55,FWT,34470,14,,55,,1
0,,0,361,,15877.69,99,,0,ABA,15877.69,1276,1678,1276,DDA,25,FWT,15877.69,2,,25,US,1
0,,0,,,3025,99,,0,ABA,3025,962,929,952,DDA,45,FWT,3025,425,,45,US,1
0,,0,,,2500,99,,0,ABA,2500,345,333,327,DDA,45,FWT,2500,4,,45,US,1
0,,0,22,,109013.32,3,,0,ABA,109013.32,6391,578,2241,DDA,40,FWT,109013.32,,,40,US,1
0,,856,331,,24068.42,4,,0,ABA,24068.42,,7016,1285,DDA,30,FWT,24068.42,18,,30,US,1
1,,91,,,10000,99,,0,SWT,10000,4820,48,2285,DDA,-25,FWT,10000,77,,-35,us,1
0,,6,23,,17000,3,,0,ABA,17000,57,57,56,DDA,75,FWT,17000,42,,75,US,1
0,,8,171,,1040,3,,0,SWT,1040,4195,4149,2471,DDA,55,SWF,1300000,14,,55,ET,1
0,,868,18,,40000,3,,0,ABA,40000,2309,3939,1261,DDA,50,FWT,40000,27,,50,US,1
0,,0,,,177325,4,,0,ABA,177325,48,48,47,DDA,60,FWT,177325,,,60,US,1
0,,66,18,,10000,99,,0,ABA,10000,,376,53,DDA,55,FWT,10000,,,55,US,1
1,,954,928,500267.3,45941.38,15,45941.38,0,ABA,45941.38,749,1464,749,FX,-35,FWT,45941.38,9,,-35,US,1
0,,143,,,9045,4,,0,SWT,9045,2402,185,230,DDA,40,FWT,9045,,,40,us,1
0,,238,17,,96652.75,99,,0,ABA,96652.75,1527,1466,1111,DDA,20,FWT,96652.75,35,,20,US,1
0,2650,781,327,,3621,1,,0,SWT,971,2648,3331,2727,DDA,15,FWT,971,0,971,15,us,1
0,,155,327,,50000,4,,0,ABA,50000,,6024,514,FX,0,FWT,50000,6,,0,US,1
0,,0,,,14567,1,,0,ABA,14567,10,10,9,,45,FWT,14567,,,45,US,1
0,,0,3254,,2072,99,,0,ABA,2072,,7966,4485,FX,5,FWT,2072,1,,5,US,1
1,,27,18,,630000,3,,0,ABA,630000,649,611,648,FX,-15,FWT,630000,171,,-25,US,1
0,,1072,390,,26000,4,,0,SWT,26000,,810,4961,DDA,35,FWT,26000,8,,35,US,1
1,,102,67,,20000,15,,0,ABA,10000,,102,4931,DDA,25,FWT,10000,88,,25,DE,1
0,,0,452,,2362.35,3,,0,ABA,2362.35,4712,2159,321,DDA,5,FWT,2362.35,0,,5,TW,1
1,,210,560,,162793.41,99,,0,ABA,162793.41,5664,490,1486,DDA,-25,FWT,162793.41,13,,-25,US,1
0,,502,,,8366.13,99,,0,BIC,8366.13,976,967,975,DDA,40,FWT,8366.13,4,,40,US,1
0,,0,333,,37099.5,3,,0,ABA,37099.5,2344,4611,,FX,25,FWT,37099.5,2,,25,US,1
0,,796,11,,35000,15,,0,SWT,35000,4487,510,688,,35,FWT,35000,369,,35,CA,1
0,,757,485,218816.25,6826.5,99,6826.5,0,SWT,6826.5,,2327,3846,DDA,10,SWF,9000,13,,10,US,1
0,,528,348,,9175,3,,0,ABA,9175,2411,694,2410,FX,35,FWT,9175,28,,35,US,1
0,,739,324,,6181.5,99,,0,ABA,6181.5,,6739,892,DDA,-5,FWT,6181.5,5,,-5,US,1
0,,282,,,96010.83,99,,0,ABA,96010.83,3780,95,1399,DDA,10,FWT,96010.83,,,10,US,1
0,,1951,349,,249922,3,,0,ABA,249922,1678,2141,1678,DDA,5,FWT,249922,50,,5,US,1
0,,0,467,,13000,99,,0,ABA,13000,4998,3721,4885,FX,80,FWT,13000,36,,80,US,1
0,,0,49,,2779.65,99,,0,ABA,2779.65,228,197,228,DDA,10,FWT,2779.65,53,,10,US,1
0,,449,,,1136782.85,4,,0,ABA,1136782.85,1718,1933,156,DDA,10,FWT,1136782.85,,,10,US,1
1,,87,25,,6000,99,,0,ABA,6000,1735,1735,1735,DDA,-35,FWT,6000,881,,-35,US,1
0,,859,10,,400000,4,,0,SWT,400000,2791,3200,,DDA,115,FWT,400000,,,115,US,1
0,,0,92,,20600,3,,0,ABA,20600,,18,,DDA,25,FWT,20600,0,,25,us,1
0,770,682,217,2220,1170,15,1170,0,SWT,400,1470,3572,633,FX,-13,FWT,400,20,400,-13,us,1
0,,948,445,,27319.11,15,,0,ABA,27319.11,5718,3687,3754,DDA,0,FWT,27319.11,128,,0,US,1
0,,0,222,,150000,99,,0,ABA,150000,2483,2468,2473,DDA,25,FWT,150000,154,,25,US,1
0,,289,,,14500,3,,0,BIC,14500,687,144,665,DDA,110,FWT,14500,340,,10,us,1
0,,1066,272,,250000,99,,0,SWT,250000,2533,509,2523,DDA,0,FWT,250000,22,,0,US,1
0,,0,1182,,30020,99,,0,SWT,30020,2490,2096,2439,DDA,83,FWT,30020,47,,83,US,1
0,,0,,,3100,4,,0,ABA,3100,6231,6129,2488,DDA,-5,FWT,3100,37,,-5,US,1
0,,0,,,5000,4,,0,SWT,5000,36,36,36,DDA,20,FWT,5000,,,20,US,1
0,,0,38,,3900,99,,0,ABA,3900,,185,5761,FX,25,FWT,3900,15,,25,US,1
0,,0,189,,2500,99,,0,ABA,2500,,11275,2540,FX,55,FWT,2500,29,,55,US,1
0,,0,154,,100000,99,,0,ABA,100000,4082,4081,3667,DDA,70,FWT,100000,42,,70,US,1
0,,136,60,,130000,99,,0,ABA,130000,,5205,2684,DDA,105,FWT,130000,55,,5,US,1
0,,889,165,,291,99,,0,SWT,291,2531,2516,2491,DDA,25,FWT,291,5,,25,US,1
0,,573,178,,50000,4,,0,SWT,50000,700,625,181,DDA,15,FWT,50000,33,,5,CA,1
1,,65,183,,10000,99,,0,ABA,10000,2477,2462,1416,DDA,-20,FWT,10000,52,,-20,US,1
0,,0,82,,55982,1,,0,ABA,55982,2571,2556,2491,FX,25,FWT,55982,51,,25,us,1
0,,0,,,630,3,,0,SWT,630,90,7,90,FX,38,FWT,630,,,38,US,1
0,,0,81,,30000,3,,0,ABA,30000,6559,8590,,FX,25,FWT,30000,29,,25,CA,1
0,,0,40,,4000,1,,0,ABA,4000,,649,4996,FX,55,FWT,4000,18,,55,US,1
0,,0,,,200000,3,,0,SWT,200000,846,773,62,DDA,10,FWT,200000,,,10,US,1
0,,0,,,1000,3,,0,SWT,1000,1645,1591,1644,DDA,40,FWT,1000,32,,40,us,1
0,,1000,846,,364.17,4,,0,SWT,364.17,4854,3032,4084,DDA,-15,FWT,364.17,0,,-25,us,1
0,,416,347,,972688,4,,0,SWT,972688,,5063,5532,FX,30,FWT,972688,11,,30,US,1
1,,850,262,,26220,4,,0,BIC,26220,5570,837,2945,FX,-25,FWT,26220,20,,-25,US,1
0,,0,74,,16666.67,4,,0,ABA,16666.67,2588,2573,1127,DDA,50,FWT,16666.67,10,,40,GR,1
0,,27,452,,1431.92,1,,0,SWT,1431.92,,4446,3289,DDA,100,SWF,1112,19,,90,US,1
0,,1485,292,,146322.03,99,,0,ABA,146322.03,2455,2453,2773,DDA,0,FWT,146322.03,5,,0,US,1
0,,1493,219,,1000,15,,0,SWT,1000,,1111,1962,DDA,43,FWT,1000,8,,43,CA,1
0,,0,,,119414.82,1,,0,ABA,119414.82,601,309,589,DDA,40,FWT,119414.82,,,40,US,1
0,,764,103,85000,47828,1,47828,0,BIC,47828,3669,4945,1580,DDA,10,FWT,47828,7,,10,US,1
0,,2035,473,,124396.68,4,,0,ABA,124396.68,,8675,577,DDA,0,FWT,124396.68,1,,0,US,1
0,,0,417,,51527.13,3,,0,ABA,51527.13,,2134,4984,,20,FWT,51527.13,38,,20,US,1
0,,0,,,450000,99,,0,ABA,450000,,445,1679,DDA,30,FWT,450000,42,,30,CA,1
0,,1767,478,,10000,99,,0,BIC,10000,,1935,3893,FX,5,FWT,10000,0,,5,us,1
0,,0,18,,352,3,,0,ABA,352,1205,25,1204,FX,45,FWT,352,525,,45,ca,1
0,,1070,290,,3000,99,,0,ABA,3000,5551,215,1534,FX,15,FWT,3000,22,,15,US,1
1,,138,165,,62000,1,,0,ABA,62000,5181,983,2086,,-15,FWT,62000,244,,-25,US,1
0,,0,30,,10033.74,99,,0,SWT,10033.74,2851,2761,2056,DDA,93,FWT,10033.74,,,93,US,1
0,,0,,,10000,3,,0,BIC,10000,78,60,,DDA,55,FWT,10000,,,55,TW,1
0,,0,94,,1000,1,,0,ABA,1000,6047,6010,2246,FX,50,FWT,1000,9,,50,CA,1
0,,0,48,,10000,99,,0,BIC,10000,,1373,1872,FX,55,FWT,10000,19,,55,CA,1
0,,1151,304,,2611.12,1,,0,ABA,2611.12,3522,693,2749,FX,20,FWT,2611.12,99,,20,ca,1
0,,17,279,,11000,3,,0,SWT,11000,,1782,4996,DDA,45,FWT,11000,1,,45,,1
0,,0,303,,1652.11,4,,0,SWT,1652.11,2356,2250,2311,DDA,50,SWF,1440,1,,50,US,1
0,,0,373,,41038,15,,0,SWT,3538,5580,1508,4752,FX,80,FWT,3538,138,,70,US,1
0,,0,,,16365,3,,0,SWT,16365,2369,2354,2354,FX,60,FWT,16365,46,,60,US,1
0,,403,174,,5000,3,,0,ABA,5000,,1353,1055,DDA,0,FWT,5000,,,0,CA,1
0,,1722,224,,15000,99,,0,BIC,15000,,5357,6286,DDA,50,FWT,15000,13,,50,US,1
0,,769,206,,21000,3,,0,SWT,21000,2342,2327,2315,DDA,30,FWT,21000,15,,30,US,1
0,,0,213,,54117.22,99,,0,ABA,54117.22,2560,2545,,DDA,25,FWT,54117.22,14,,25,GR,1
1,,1092,,,2947.55,4,,0,ABA,2947.55,1608,1453,1569,DDA,0,FWT,2947.55,,,0,US,1
0,,1921,141,,120000,99,,0,SWT,120000,4503,1484,4433,DDA,65,FWT,120000,2,,65,CA,1
0,,219,60,,1720,1,,0,SWT,1720,1393,628,912,FX,15,FWT,1720,3,,15,GR,1
0,,336,,,20000,99,,0,SWT,20000,878,4,849,DDA,60,SWF,343053.17,,,60,US,1
0,,293,37,,10000,4,,0,SWT,10000,,157,2342,DDA,50,FWT,10000,28,,50,ca,1
1,,70,246,,20000,99,,0,SWT,20000,,7786,3755,DDA,-25,FWT,20000,4,,-25,US,1
0,,0,29,,2500,4,,0,ABA,2500,2359,17,,DDA,75,FWT,2500,,,75,US,1
0,,785,176,459998.89,10003.52,4,10003.52,0,ABA,10003.52,791,570,791,DDA,20,FWT,10003.52,23,,20,US,1
0,,0,68,,79762.14,99,,0,ABA,79762.14,886,101,868,,25,FWT,79762.14,515,,25,US,1
0,340000,430,138,,440000,3,,0,ABA,340000,2386,2371,462,DDA,42,FWT,340000,11,100000,42,CA,1
0,,0,71,,2611.87,3,,0,ABA,2611.87,1607,604,1598,DDA,40,FWT,2611.87,94,,40,US,1
0,,1305,41,,18130.38,4,,0,ABA,18130.38,5622,184,90,DDA,50,FWT,18130.38,,,50,US,1
0,,1012,418,2183223.72,38016.35,1,38016.35,0,SWT,1839.16,,1284,3484,DDA,-20,FWT,1839.16,18,,-20,US,1
0,,0,12,,18380,99,,0,ABA,18380,,6071,1155,DDA,40,FWT,18380,15,,40,US,1
0,,1,21,,3000,1,,0,ABA,3000,,1944,1666,DDA,55,FWT,3000,2,,55,,1
0,,9,,,30000,3,,0,ABA,30000,5132,195,733,FX,70,FWT,30000,26,,60,US,1
0,,795,147,500000,250000,99,250000,0,SWT,250000,,1752,3853,DDA,5,FWT,250000,0,,5,ca,1
0,,0,,,59970,3,,0,ABA,59970,119,110,118,DDA,40,FWT,59970,,,40,IL,1
0,,0,99,,5000,3,,0,ABA,5000,6076,6917,768,FX,45,FWT,5000,10,,45,US,1
1,,311,277,,1500,99,,0,ABA,1500,3164,1904,478,DDA,5,FWT,1500,23,,5,US,1
0,,0,19,,21000,99,,0,ABA,21000,1222,59,1221,DDA,40,FWT,21000,13,,40,IL,1
0,,0,13,,230.35,15,,0,SWT,230.35,2526,1328,2339,FX,58,FWT,230.35,91,,58,TW,1
1,,62,569,,5950,1,,0,SWT,5950,6275,63,5374,DDA,-35,FWT,5950,0,,-35,US,1
0,,635,,,382.7,15,,0,SWT,382.7,2588,149,229,DDA,25,FWT,382.7,6,,15,US,1
0,,0,108,,26008.75,15,,0,ABA,26008.75,,1069,2040,DDA,40,FWT,26008.75,79,,40,US,1
0,,1182,215,,6538.99,99,,0,SWT,6538.99,,2884,1992,FX,30,FWT,6538.99,5,,20,,1
0,,1175,42,,25000,3,,0,ABA,25000,1874,1872,1874,FX,35,FWT,25000,4,,35,us,1
0,,1273,,,670.94,4,,0,SWT,670.94,3184,2314,2361,DDA,20,FWT,670.94,211,,20,US,1
0,,0,,,176321.83,15,,0,SWT,176321.83,3947,2630,3947,DDA,40,FWT,176321.83,,,40,US,1
0,,1183,287,,8000,4,,0,ABA,8000,,3034,1126,FX,40,FWT,8000,1,,30,US,1
0,,707,162,,25000,3,,0,ABA,25000,,1385,1887,FX,30,FWT,25000,4,,30,,1
0,,0,,,12000,3,,0,SWT,12000,2000,1968,1207,DDA,80,FWT,12000,,,80,US,1
